step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
21.0,PAYMENT,986.97,C2031154666,88164.08,87177.11,M2104253848,0.0,0.0,0.0,0.0
737.0,CASH_OUT,167606.49,C696026207,167606.49,0.0,C1386785907,2315864.75,2483471.24,1.0,0.0
35.0,CASH_OUT,171788.82,C432562518,171788.82,0.0,C1529736160,19962.0,0.0,1.0,0.0
284.0,TRANSFER,961244.36,C520038031,0.0,0.0,C937685489,2544766.4,3506010.76,0.0,0.0
300.0,CASH_IN,259160.16,C443568783,16112.0,275272.16,C1312769200,4195761.47,3936601.31,0.0,0.0
181.0,CASH_OUT,180355.35,C1948751256,113277.65,0.0,C963491248,180657.37,220110.38,0.0,0.0
333.0,CASH_OUT,1861928.35,C386318315,1861928.35,0.0,C800378513,554516.48,2416444.82,1.0,0.0
233.0,PAYMENT,15155.76,C1073809382,119223.0,104067.24,M1713802461,0.0,0.0,0.0,0.0
241.0,TRANSFER,989966.55,C351713185,989966.55,0.0,C775439776,0.0,0.0,1.0,0.0
84.0,TRANSFER,4830219.15,C58626602,4830219.15,0.0,C1366192319,0.0,0.0,1.0,0.0
162.0,CASH_IN,128001.93,C1796432651,4960354.02,5088355.94,C843399534,132388.57,4386.64,0.0,0.0
681.0,PAYMENT,11551.39,C1757240841,48829.0,37277.61,M1060066371,0.0,0.0,0.0,0.0
376.0,CASH_IN,445228.24,C1949921646,3110386.51,3555614.75,C874805350,506916.24,61688.0,0.0,0.0
373.0,CASH_OUT,34439.35,C1341947545,0.0,0.0,C1818904223,14228230.82,14262670.17,0.0,0.0
525.0,PAYMENT,17619.05,C1386691066,30883.0,13263.95,M553019000,0.0,0.0,0.0,0.0
260.0,PAYMENT,4739.49,C1847878759,30650.0,25910.51,M2131808411,0.0,0.0,0.0,0.0
10.0,TRANSFER,567534.85,C918636544,77373.02,0.0,C1194647346,294765.01,862299.85,0.0,0.0
360.0,PAYMENT,1173.08,C1005608236,5047.0,3873.92,M1821027771,0.0,0.0,0.0,0.0
136.0,CASH_OUT,94787.34,C83213720,0.0,0.0,C769070171,593540.47,688327.81,0.0,0.0
140.0,PAYMENT,1962.73,C735076524,30184.82,28222.08,M1013594591,0.0,0.0,0.0,0.0
39.0,CASH_IN,114148.33,C1403898303,1174801.3,1288949.63,C98299126,136111.33,21963.0,0.0,0.0
325.0,DEBIT,3964.51,C232118988,10906.0,6941.49,C424954008,11780039.1,11784003.6,0.0,0.0
327.0,PAYMENT,18301.93,C281798302,156521.44,138219.51,M1944557906,0.0,0.0,0.0,0.0
138.0,CASH_OUT,303432.45,C255761581,303432.45,0.0,C389495831,0.0,522695.73,1.0,0.0
375.0,CASH_IN,248430.39,C467899349,45819.0,294249.39,C671008609,73795.73,0.0,0.0,0.0
358.0,CASH_OUT,87777.28,C957392971,19585.0,0.0,C1655990141,1617223.35,1705000.63,0.0,0.0
185.0,CASH_OUT,14903.69,C1291973871,0.0,0.0,C8428935,431457.65,446361.34,0.0,0.0
694.0,PAYMENT,3652.56,C822599674,346738.0,343085.44,M89444728,0.0,0.0,0.0,0.0
471.0,PAYMENT,43758.05,C2125648241,0.0,0.0,M852749912,0.0,0.0,0.0,0.0
357.0,PAYMENT,12125.66,C2058802711,64982.0,52856.34,M1139494035,0.0,0.0,0.0,0.0
157.0,PAYMENT,16758.54,C445399598,105630.0,88871.46,M913501014,0.0,0.0,0.0,0.0
250.0,PAYMENT,16930.7,C1513938442,0.0,0.0,M469366067,0.0,0.0,0.0,0.0
401.0,CASH_OUT,15622.86,C382289543,84234.0,68611.14,C1785481264,1612731.97,1628354.84,0.0,0.0
188.0,CASH_OUT,16351.01,C1858813749,0.0,0.0,C1996852783,296117.5,330776.09,0.0,0.0
379.0,TRANSFER,103656.93,C777696579,0.0,0.0,C1358469874,4406122.66,4509779.59,0.0,0.0
507.0,TRANSFER,10000000.0,C1386014813,17239986.95,7239986.95,C407821637,0.0,0.0,1.0,0.0
400.0,PAYMENT,2291.3,C1948102953,0.0,0.0,M529001035,0.0,0.0,0.0,0.0
16.0,TRANSFER,528615.42,C2101723208,0.0,0.0,C820051389,716472.26,1698431.54,0.0,0.0
13.0,PAYMENT,10593.43,C2094193631,0.0,0.0,M2114200528,0.0,0.0,0.0,0.0
345.0,TRANSFER,208938.78,C361502693,0.0,0.0,C1045200315,2015879.22,2224818.0,0.0,0.0
237.0,TRANSFER,1503034.86,C1190914474,1503034.86,0.0,C984823123,0.0,0.0,1.0,0.0
20.0,CASH_IN,52753.62,C365798682,106.0,52859.62,C1494934311,1729095.64,1888786.66,0.0,0.0
358.0,CASH_OUT,115117.21,C1631761159,0.0,0.0,C404615073,727555.33,842672.54,0.0,0.0
567.0,CASH_OUT,292740.14,C1569236448,52590.0,0.0,C1242273543,2225152.18,2517892.33,0.0,0.0
282.0,CASH_IN,91611.12,C1661572448,18619979.85,18711590.98,C1382741391,196494.25,104883.13,0.0,0.0
204.0,CASH_IN,242290.36,C583690872,6048186.57,6290476.92,C719119378,10396136.98,10153846.62,0.0,0.0
9.0,PAYMENT,15020.49,C1625785566,11480.0,0.0,M875136897,0.0,0.0,0.0,0.0
625.0,TRANSFER,2480321.85,C1189052930,2480321.85,0.0,C1217650717,0.0,0.0,1.0,0.0
307.0,CASH_OUT,16734.61,C334771525,16734.61,0.0,C2015196071,0.0,16734.61,1.0,0.0
304.0,CASH_OUT,519467.98,C903051328,19895.0,0.0,C1756607918,512794.55,1032262.53,0.0,0.0
646.0,CASH_OUT,10000000.0,C51318897,10000000.0,0.0,C259016801,0.0,10000000.0,1.0,0.0
145.0,TRANSFER,150245.05,C1581441429,150245.05,0.0,C528739527,0.0,0.0,1.0,0.0
413.0,CASH_OUT,786278.72,C1989836964,786278.72,0.0,C457437086,0.0,786278.72,1.0,0.0
383.0,TRANSFER,167907.12,C964428747,167907.12,0.0,C455719432,0.0,0.0,1.0,0.0
20.0,CASH_OUT,400395.73,C827244219,0.0,0.0,C757666359,1182989.36,1583385.09,0.0,0.0
350.0,CASH_OUT,160970.5,C470404842,0.0,0.0,C566105295,12840525.55,13001496.05,0.0,0.0
13.0,PAYMENT,1636.45,C1613565059,159384.27,157747.82,M1930279566,0.0,0.0,0.0,0.0
289.0,TRANSFER,37974.85,C1559945505,37974.85,0.0,C971134857,0.0,0.0,1.0,0.0
259.0,PAYMENT,10638.07,C1766947749,170357.75,159719.68,M555025928,0.0,0.0,0.0,0.0
281.0,CASH_IN,276530.19,C1686130264,1261428.14,1537958.33,C997970022,348979.17,72448.98,0.0,0.0
258.0,CASH_OUT,318298.0,C310389538,10282.0,0.0,C1727799622,1722723.29,2041021.29,0.0,0.0
9.0,CASH_IN,77396.33,C682698916,20908.0,98304.33,C1533936166,214634.0,94040.05,0.0,0.0
39.0,TRANSFER,630320.33,C1221692366,0.0,0.0,C909249181,4318050.6,4977585.24,0.0,0.0
206.0,CASH_OUT,321600.35,C708426259,10117.0,0.0,C1335349333,930591.66,1252192.01,0.0,0.0
398.0,CASH_OUT,10000000.0,C2062946234,10000000.0,0.0,C2129872070,2246.43,10002246.43,1.0,0.0
204.0,CASH_OUT,3400.08,C352024131,70815.0,67414.92,C1079274012,318110.19,321510.27,0.0,0.0
402.0,CASH_OUT,213811.05,C445972912,0.0,0.0,C84998291,6189964.98,6403776.02,0.0,0.0
64.0,TRANSFER,1814483.97,C1198248537,1814483.97,0.0,C29406343,0.0,0.0,1.0,0.0
585.0,CASH_OUT,470325.08,C1713242347,470325.08,0.0,C1102790873,0.0,470325.08,1.0,0.0
412.0,TRANSFER,571163.03,C250523545,571163.03,0.0,C1652699189,0.0,0.0,1.0,0.0
213.0,CASH_IN,80038.1,C610804335,12420.0,92458.1,C1021277936,409625.8,329587.7,0.0,0.0
13.0,TRANSFER,6188514.81,C135832352,6188514.81,0.0,C2009346140,0.0,0.0,1.0,0.0
252.0,CASH_IN,268486.09,C1082690926,1246140.33,1514626.42,C1496380415,2577543.84,2309057.75,0.0,0.0
276.0,CASH_IN,87892.19,C2006965683,948368.47,1036260.66,C71835799,116561.94,28669.75,0.0,0.0
402.0,CASH_OUT,260681.21,C939613168,0.0,0.0,C1012839161,440698.98,701380.19,0.0,0.0
261.0,CASH_OUT,180381.87,C2007485613,11529.0,0.0,C1225366033,7821959.3,8002341.17,0.0,0.0
260.0,CASH_OUT,165798.78,C288752895,0.0,0.0,C1308311657,883532.35,1049331.13,0.0,0.0
8.0,PAYMENT,381.68,C963659629,1230413.82,1230032.14,M118334838,0.0,0.0,0.0,0.0
157.0,PAYMENT,11309.87,C957267964,0.0,0.0,M1528108266,0.0,0.0,0.0,0.0
493.0,CASH_OUT,605108.36,C258213312,605108.36,0.0,C1204527929,893880.11,1498988.47,1.0,0.0
615.0,CASH_OUT,75113.49,C209058213,75113.49,0.0,C1798476342,2401380.3,2476493.79,1.0,0.0
206.0,CASH_OUT,309912.7,C284799625,0.0,0.0,C187074005,350133.54,660046.23,0.0,0.0
691.0,PAYMENT,14476.0,C269394674,2176.28,0.0,M1357059296,0.0,0.0,0.0,0.0
298.0,TRANSFER,1900647.3,C145159501,266354.28,0.0,C870218239,4867131.36,6767778.66,0.0,0.0
321.0,PAYMENT,37192.56,C731071624,51522.77,14330.2,M1848337375,0.0,0.0,0.0,0.0
23.0,CASH_OUT,168251.0,C34789055,0.0,0.0,C1579206926,3885768.92,4054019.92,0.0,0.0
235.0,CASH_OUT,252692.0,C829967130,136811.0,0.0,C2015217632,0.0,252692.0,0.0,0.0
157.0,TRANSFER,1946687.34,C1522688362,1946687.34,0.0,C1520186695,0.0,0.0,1.0,0.0
500.0,CASH_OUT,14707.84,C31927162,0.0,0.0,C792060719,143111.39,157819.24,0.0,0.0
41.0,PAYMENT,21222.91,C125318069,9334.0,0.0,M1489082950,0.0,0.0,0.0,0.0
233.0,PAYMENT,9853.78,C2091782132,0.0,0.0,M2134920251,0.0,0.0,0.0,0.0
21.0,TRANSFER,785323.0,C1204079316,785323.0,0.0,C637091706,0.0,0.0,1.0,0.0
306.0,TRANSFER,1720533.09,C294225075,0.0,0.0,C421990098,2827512.63,4548045.72,0.0,0.0
120.0,TRANSFER,377919.58,C1265971736,377919.58,0.0,C806590394,0.0,0.0,1.0,0.0
145.0,CASH_OUT,9467.62,C1782679306,9467.62,0.0,C1503937071,92573.18,102040.81,1.0,0.0
353.0,TRANSFER,870589.68,C600736956,0.0,0.0,C1681382440,2943988.83,4003026.12,0.0,0.0
403.0,CASH_IN,527446.54,C1143244272,24991.0,552437.54,C389600976,1231809.21,704362.67,0.0,0.0
256.0,CASH_IN,251770.45,C1415334656,393845.0,645615.45,C1751182928,2977829.63,2726059.18,0.0,0.0
346.0,CASH_IN,391135.13,C1863076896,19658484.92,20049620.05,C505945616,1519964.34,1128829.21,0.0,0.0
160.0,PAYMENT,4362.39,C1957647028,15172.0,10809.61,M1235959652,0.0,0.0,0.0,0.0
179.0,CASH_OUT,190590.65,C1359352679,190590.65,0.0,C842294440,35681.5,226272.15,1.0,0.0
207.0,PAYMENT,1631.33,C1910969793,0.0,0.0,M1111610345,0.0,0.0,0.0,0.0
255.0,PAYMENT,22293.02,C666692619,14950.0,0.0,M156026491,0.0,0.0,0.0,0.0
629.0,CASH_OUT,93884.26,C1879397053,93884.26,0.0,C298210338,1439275.59,1533159.85,1.0,0.0
230.0,TRANSFER,96034.54,C1986116457,0.0,0.0,C1071381336,7869610.89,7965645.44,0.0,0.0
39.0,TRANSFER,12524.08,C881566529,0.0,0.0,C469605738,279618.81,292142.89,0.0,0.0
192.0,CASH_OUT,1764326.19,C230612443,1764326.19,0.0,C1505742207,174021.75,1938347.94,1.0,0.0
242.0,TRANSFER,3210027.48,C386673709,3210027.48,0.0,C1956024073,0.0,0.0,1.0,0.0
172.0,TRANSFER,976830.22,C2027508914,976830.22,0.0,C1907001338,0.0,0.0,1.0,0.0
682.0,CASH_OUT,64557.77,C1662040818,64557.77,0.0,C906325227,9899500.06,9964057.83,1.0,0.0
134.0,CASH_IN,296080.96,C66937507,2039.0,298119.96,C201069873,1033914.83,737833.88,0.0,0.0
190.0,PAYMENT,2263.54,C1486557886,0.0,0.0,M84851274,0.0,0.0,0.0,0.0
333.0,CASH_OUT,303752.77,C86288963,0.0,0.0,C948094088,705758.13,1009510.9,0.0,0.0
159.0,PAYMENT,17227.95,C430481071,142725.87,125497.92,M1034489648,0.0,0.0,0.0,0.0
204.0,CASH_OUT,346180.14,C290285411,50666.0,0.0,C555682613,1466492.78,1812672.92,0.0,0.0
394.0,TRANSFER,1303543.6,C1805392616,1303543.6,0.0,C1545532568,0.0,0.0,1.0,0.0
274.0,TRANSFER,529659.95,C1058371730,529659.95,0.0,C1045155067,0.0,0.0,1.0,0.0
9.0,CASH_OUT,193610.99,C1481729966,0.0,0.0,C1137422246,227212.14,680776.86,0.0,0.0
40.0,CASH_IN,82942.72,C357433223,133320.0,216262.72,C1441950301,4632712.71,4549769.99,0.0,0.0
35.0,CASH_OUT,9465988.82,C91276418,9465988.82,0.0,C1220805115,0.0,9465988.82,1.0,0.0
508.0,CASH_OUT,385050.58,C1629594935,385050.58,0.0,C1259203714,1482899.76,1867950.34,1.0,0.0
163.0,CASH_OUT,230765.78,C2066604613,924.0,0.0,C908588173,2655757.05,3035073.6,0.0,0.0
13.0,CASH_OUT,55277.87,C366678763,22453.0,0.0,C2030140119,500639.64,1496867.6,0.0,0.0
298.0,PAYMENT,15639.51,C413071149,31128.0,15488.49,M2105669073,0.0,0.0,0.0,0.0
302.0,TRANSFER,530290.95,C1044405576,87070.0,0.0,C1762538355,0.0,530290.95,0.0,0.0
133.0,CASH_IN,422583.88,C2117965657,4004.0,426587.88,C559275619,947795.89,525212.02,0.0,0.0
186.0,CASH_OUT,155969.22,C986041552,10639.0,0.0,C1084745471,0.0,155969.22,0.0,0.0
58.0,TRANSFER,246938.77,C1588962215,246938.77,0.0,C1667993735,0.0,0.0,1.0,0.0
324.0,PAYMENT,55479.01,C616157092,105847.0,50367.99,M1774196844,0.0,0.0,0.0,0.0
276.0,CASH_OUT,96798.6,C847086512,106419.0,9620.4,C141172942,350057.3,446855.9,0.0,0.0
362.0,CASH_OUT,1139165.57,C1239977402,1139165.57,0.0,C1417680063,475952.02,1615117.6,1.0,0.0
301.0,CASH_OUT,237491.95,C883538791,0.0,0.0,C1120994580,853702.34,1091194.29,0.0,0.0
94.0,CASH_OUT,69573.3,C1207659492,1099.53,0.0,C1472011724,116081.43,185654.74,0.0,0.0
132.0,TRANSFER,346817.44,C1437561816,0.0,0.0,C10564540,777443.63,1124261.07,0.0,0.0
9.0,PAYMENT,23049.88,C1300498067,21280.0,0.0,M72259729,0.0,0.0,0.0,0.0
40.0,PAYMENT,8021.1,C1136816723,0.0,0.0,M1235446593,0.0,0.0,0.0,0.0
331.0,TRANSFER,498996.64,C68678731,0.0,0.0,C536529279,1630788.55,2129785.19,0.0,0.0
20.0,CASH_OUT,10938.32,C739172737,573.0,0.0,C771751812,1329008.67,1397754.63,0.0,0.0
356.0,PAYMENT,5411.61,C1874072051,165429.0,160017.39,M327359374,0.0,0.0,0.0,0.0
395.0,CASH_OUT,391809.34,C1442892495,0.0,0.0,C407095259,1793255.68,2185065.02,0.0,0.0
279.0,TRANSFER,404420.47,C1708686667,0.0,0.0,C789644443,2053540.36,2457960.83,0.0,0.0
426.0,PAYMENT,23086.51,C1348375971,6143.0,0.0,M1501634316,0.0,0.0,0.0,0.0
329.0,CASH_IN,96456.59,C233897427,11500621.11,11597077.7,C1215216540,297800.04,201343.44,0.0,0.0
266.0,TRANSFER,1911239.21,C543601110,1911239.21,0.0,C271369979,0.0,0.0,1.0,0.0
240.0,CASH_OUT,248962.83,C1321333910,248962.83,0.0,C9067919,0.0,248962.83,1.0,0.0
14.0,PAYMENT,7381.05,C914033640,220.0,0.0,M1921138536,0.0,0.0,0.0,0.0
154.0,CASH_IN,182493.82,C1037719099,19503.0,201996.82,C1059399837,156561.88,0.0,0.0,0.0
372.0,CASH_IN,236736.83,C2023314228,19614.0,256350.83,C1295474465,0.0,0.0,0.0,0.0
135.0,PAYMENT,20425.38,C839992519,250182.0,229756.62,M1480650547,0.0,0.0,0.0,0.0
184.0,CASH_OUT,73486.8,C1886191658,73486.8,0.0,C301912677,476795.97,550282.76,1.0,0.0
351.0,PAYMENT,29043.69,C507197881,0.0,0.0,M62205421,0.0,0.0,0.0,0.0
637.0,CASH_OUT,58521.53,C1994097574,58521.53,0.0,C1963548176,0.0,58521.53,1.0,0.0
490.0,TRANSFER,1106295.77,C923004972,1106295.77,0.0,C243729608,0.0,0.0,1.0,0.0
408.0,CASH_OUT,138135.82,C538228103,2629.58,0.0,C417969596,785301.64,923437.46,0.0,0.0
528.0,TRANSFER,392767.71,C612108923,392767.71,0.0,C1962731404,0.0,0.0,1.0,0.0
77.0,TRANSFER,5715004.3,C958168241,5715004.3,0.0,C1700925232,0.0,0.0,1.0,0.0
208.0,CASH_OUT,16712.82,C598703382,0.0,0.0,C1627754721,841791.33,858504.14,0.0,0.0
689.0,CASH_OUT,228416.57,C583786481,228416.57,0.0,C140205588,42676.83,271093.4,1.0,0.0
253.0,CASH_OUT,75786.17,C297192271,0.0,0.0,C525958682,1270352.41,1346138.58,0.0,0.0
596.0,TRANSFER,204721.27,C1892500400,204721.27,0.0,C517910337,0.0,0.0,1.0,0.0
350.0,CASH_OUT,40544.36,C421818470,51882.0,11337.64,C78473202,393910.39,434454.75,0.0,0.0
36.0,CASH_OUT,57394.25,C1352893988,0.0,0.0,C1620100783,8502797.4,8560191.64,0.0,0.0
399.0,CASH_IN,34163.42,C2002878128,7189718.21,7223881.64,C1493093352,205147.5,170984.08,0.0,0.0
161.0,CASH_OUT,173548.89,C786226481,476.0,0.0,C2131418088,0.0,173548.89,0.0,0.0
356.0,CASH_OUT,153896.27,C1221373760,307338.0,153441.73,C69371039,534174.41,688070.67,0.0,0.0
374.0,DEBIT,2259.57,C1473382757,29859.0,27599.43,C925384848,167940.26,170199.83,0.0,0.0
512.0,CASH_OUT,430207.22,C1698844307,430207.22,0.0,C1470257177,148478.49,578685.71,1.0,0.0
305.0,TRANSFER,447589.21,C1628562361,447589.21,0.0,C675686656,0.0,0.0,1.0,0.0
138.0,PAYMENT,12749.95,C140311385,0.0,0.0,M728398622,0.0,0.0,0.0,0.0
370.0,CASH_OUT,254805.7,C2049967469,0.0,0.0,C156350333,7793246.86,8048052.56,0.0,0.0
44.0,CASH_IN,47648.72,C2071955598,613900.19,661548.91,C207716748,594549.71,546900.99,0.0,0.0
525.0,PAYMENT,27391.62,C2074498317,0.0,0.0,M886991327,0.0,0.0,0.0,0.0
329.0,PAYMENT,20284.17,C276994816,840661.1,820376.92,M548184713,0.0,0.0,0.0,0.0
412.0,CASH_OUT,2425164.58,C136293883,2425164.58,0.0,C1901947774,946807.93,3371972.51,1.0,0.0
160.0,TRANSFER,175681.65,C128871629,0.0,0.0,C1664276005,642425.87,818107.52,0.0,0.0
20.0,PAYMENT,14277.97,C2052494868,1295.0,0.0,M702970422,0.0,0.0,0.0,0.0
210.0,TRANSFER,188328.2,C1110662369,99720.0,0.0,C1205369948,0.0,188328.2,0.0,0.0
674.0,TRANSFER,306505.03,C1263270388,306505.03,0.0,C1682837387,0.0,0.0,1.0,0.0
349.0,CASH_OUT,95463.42,C1440557718,20547.0,0.0,C1328736173,474878.62,570342.04,0.0,0.0
42.0,PAYMENT,28208.86,C1731199830,0.0,0.0,M1202487284,0.0,0.0,0.0,0.0
228.0,PAYMENT,159.39,C986542381,24272.17,24112.78,M671878895,0.0,0.0,0.0,0.0
182.0,PAYMENT,24692.79,C1010645117,643851.0,619158.21,M380038295,0.0,0.0,0.0,0.0
330.0,CASH_OUT,180700.8,C727174628,63643.03,0.0,C2121799270,644772.1,825472.89,0.0,0.0
240.0,TRANSFER,103949.5,C82400750,103949.5,0.0,C1711150495,0.0,0.0,1.0,0.0
42.0,PAYMENT,22017.53,C2076438363,20715.0,0.0,M1064433745,0.0,0.0,0.0,0.0
308.0,PAYMENT,29791.58,C624758833,0.0,0.0,M954217624,0.0,0.0,0.0,0.0
353.0,CASH_IN,235955.19,C1196953428,317484.3,553439.5,C1329290415,2759031.8,2523076.61,0.0,0.0
214.0,PAYMENT,5811.68,C1969195476,10883.0,5071.32,M1472897500,0.0,0.0,0.0,0.0
396.0,CASH_IN,147921.83,C1263685906,10730321.27,10878243.1,C392559566,1430572.51,1282650.68,0.0,0.0
209.0,PAYMENT,28467.63,C1902325891,0.0,0.0,M364224845,0.0,0.0,0.0,0.0
261.0,CASH_OUT,1954854.24,C1696166614,1954854.24,0.0,C1922343800,467323.58,2422177.82,1.0,0.0
38.0,PAYMENT,7867.0,C860554498,15315.73,7448.73,M485092152,0.0,0.0,0.0,0.0
353.0,CASH_OUT,174566.53,C482336380,174566.53,0.0,C985066734,1191715.74,1366282.27,1.0,0.0
665.0,CASH_OUT,40819.72,C493844715,40819.72,0.0,C195565327,1455161.15,1495980.87,1.0,0.0
228.0,CASH_OUT,266836.35,C1419831454,266836.35,0.0,C1938098816,69105.61,335941.96,1.0,0.0
299.0,CASH_IN,202134.5,C2115716772,12058613.91,12260748.42,C776900200,1224219.41,1022084.9,0.0,0.0
183.0,CASH_OUT,168018.09,C1676989789,21725.0,0.0,C1232430511,1301868.12,1469886.22,0.0,0.0
20.0,PAYMENT,2734.33,C1701074669,1194.0,0.0,M1472266182,0.0,0.0,0.0,0.0
460.0,TRANSFER,76548.48,C2008095547,76548.48,0.0,C2016906281,0.0,0.0,1.0,0.0
500.0,CASH_OUT,21832.43,C1802633720,21832.43,0.0,C1187210067,36801.19,58633.62,1.0,0.0
282.0,TRANSFER,168309.52,C473453419,518.0,0.0,C484609152,564706.41,834232.55,0.0,0.0
639.0,TRANSFER,305846.12,C1966738869,305846.12,0.0,C248194392,0.0,0.0,1.0,0.0
143.0,TRANSFER,1822754.86,C809314999,1822754.86,0.0,C421219545,0.0,0.0,1.0,0.0
303.0,CASH_IN,366669.38,C1517273648,9330867.67,9697537.05,C246157512,1412494.37,1045824.99,0.0,0.0
232.0,PAYMENT,14973.95,C1169027853,228.0,0.0,M309030995,0.0,0.0,0.0,0.0
372.0,TRANSFER,1222433.5,C1903027319,29712.0,0.0,C705731203,2780965.96,4003399.47,0.0,0.0
133.0,CASH_OUT,899782.7,C1241123022,899782.7,0.0,C28614156,106863.62,1006646.32,1.0,0.0
213.0,CASH_IN,94816.59,C1589378960,5762.0,100578.59,C1206131974,3884867.65,3790051.05,0.0,0.0
187.0,PAYMENT,630.61,C353036116,0.0,0.0,M1321135039,0.0,0.0,0.0,0.0
685.0,TRANSFER,537539.97,C1135563168,537539.97,0.0,C743232088,0.0,0.0,1.0,0.0
589.0,CASH_IN,62568.85,C1432138700,2398.0,64966.85,C1102887109,0.0,0.0,0.0,0.0
327.0,TRANSFER,415785.89,C990820697,415785.89,0.0,C1804765408,0.0,0.0,1.0,0.0
164.0,CASH_OUT,175820.7,C242258869,0.0,0.0,C20056910,471959.59,647780.29,0.0,0.0
522.0,CASH_OUT,80275.08,C498994162,278469.0,198193.92,C1610232079,218069.19,298344.27,0.0,0.0
323.0,PAYMENT,12265.97,C1358379376,0.0,0.0,M1827430412,0.0,0.0,0.0,0.0
178.0,PAYMENT,20926.04,C1997201210,441892.93,420966.89,M998834126,0.0,0.0,0.0,0.0
416.0,PAYMENT,5150.35,C295338047,458499.0,453348.65,M320347206,0.0,0.0,0.0,0.0
339.0,TRANSFER,373531.87,C1176876206,373531.87,0.0,C29820940,0.0,0.0,1.0,0.0
250.0,TRANSFER,10000000.0,C395312314,31343002.08,21343002.08,C554878096,0.0,0.0,1.0,0.0
212.0,CASH_OUT,34455.15,C1270294602,30918.0,0.0,C1416356759,70560.35,105015.5,0.0,0.0
118.0,CASH_OUT,50845.13,C835169130,50845.13,0.0,C574444599,2739530.31,2790375.44,1.0,0.0
681.0,PAYMENT,16750.93,C1115696588,7096.0,0.0,M623169529,0.0,0.0,0.0,0.0
10.0,CASH_OUT,13921.04,C607317594,10752.0,0.0,C723361279,76966.0,0.0,0.0,0.0
305.0,CASH_OUT,104152.48,C296122478,0.0,0.0,C1232530268,164679.87,268832.35,0.0,0.0
296.0,CASH_OUT,3080973.39,C2110692683,3080973.39,0.0,C1822459038,201833.93,3282807.32,1.0,0.0
564.0,TRANSFER,2472250.47,C577087580,2472250.47,0.0,C660528098,0.0,0.0,1.0,0.0
134.0,TRANSFER,1555172.95,C2014089642,23988.7,0.0,C1199069584,1974375.72,3529548.66,0.0,0.0
305.0,CASH_OUT,254938.78,C394983980,1615.0,0.0,C473459391,1562802.2,1817740.98,0.0,0.0
133.0,PAYMENT,10129.04,C2026504533,526181.31,516052.27,M727188996,0.0,0.0,0.0,0.0
213.0,PAYMENT,11670.62,C714205573,343.0,0.0,M1534199064,0.0,0.0,0.0,0.0
14.0,CASH_OUT,2927005.15,C2010427735,2927005.15,0.0,C1887744176,0.0,2994420.07,1.0,0.0
326.0,TRANSFER,478078.24,C427680107,478078.24,0.0,C1365760959,0.0,0.0,1.0,0.0
228.0,TRANSFER,438428.57,C270653168,10234.0,0.0,C281021721,0.0,438428.57,0.0,0.0
429.0,PAYMENT,23479.07,C396961815,33890.32,10411.25,M1284672755,0.0,0.0,0.0,0.0
164.0,CASH_OUT,1191399.72,C146466047,1191399.72,0.0,C213105039,2447080.16,3638479.89,1.0,0.0
140.0,PAYMENT,15452.02,C424109699,0.0,0.0,M1360641149,0.0,0.0,0.0,0.0
185.0,CASH_OUT,80557.92,C1011659327,0.0,0.0,C1623243565,162176.0,242733.92,0.0,0.0
400.0,CASH_OUT,198828.84,C1353869822,0.0,0.0,C1364122727,2218366.36,2417195.2,0.0,0.0
306.0,PAYMENT,15926.85,C1279115916,0.0,0.0,M122436516,0.0,0.0,0.0,0.0
227.0,PAYMENT,37084.49,C1704290282,53717.0,16632.51,M1004607734,0.0,0.0,0.0,0.0
355.0,PAYMENT,3953.8,C1488315629,163239.0,159285.2,M1978062604,0.0,0.0,0.0,0.0
460.0,CASH_OUT,58058.98,C625520344,58058.98,0.0,C1699367271,822974.58,881033.56,1.0,0.0
260.0,CASH_OUT,349995.94,C1856806994,0.0,0.0,C1349905979,509691.01,859686.95,0.0,0.0
161.0,PAYMENT,1990.17,C899503921,42386.34,40396.17,M92396160,0.0,0.0,0.0,0.0
309.0,TRANSFER,244087.41,C454662137,0.0,0.0,C1443784586,417089.36,661176.77,0.0,0.0
323.0,CASH_OUT,368766.73,C706099304,867.0,0.0,C1520135420,0.0,368766.73,0.0,0.0
380.0,CASH_OUT,91182.53,C342390686,105943.0,14760.47,C1115664692,244050.06,335232.59,0.0,0.0
638.0,CASH_OUT,43996.54,C103861454,43996.54,0.0,C1002939134,808284.11,852280.66,1.0,0.0
307.0,CASH_IN,251178.78,C205729507,670524.93,921703.71,C1553205447,1549433.76,1298254.98,0.0,0.0
253.0,CASH_OUT,125944.22,C845223426,11848.0,0.0,C1167617675,899971.24,1025915.46,0.0,0.0
540.0,CASH_OUT,3707342.38,C633635438,3707342.38,0.0,C1640217168,558618.2,4265960.58,1.0,0.0
274.0,CASH_OUT,24279.32,C227922005,24279.32,0.0,C21837280,0.0,24279.32,1.0,0.0
180.0,CASH_OUT,162422.09,C486107525,0.0,0.0,C628107094,1317865.89,1480287.99,0.0,0.0
331.0,PAYMENT,14982.01,C567305502,0.0,0.0,M418811009,0.0,0.0,0.0,0.0
236.0,CASH_OUT,223494.92,C430868409,0.0,0.0,C19379859,245309.79,468804.72,0.0,0.0
399.0,PAYMENT,32762.21,C1682239024,11393.0,0.0,M1412769472,0.0,0.0,0.0,0.0
